blockType,targetLineLoc,lineSpecs_1,lineSpecs_2,lineSpecs_3,lineSpecs_4,flashLoc,timeIntervalType,distIntervalType,delay,timeInterval,distInterval,targetInterval,fixOn,fixOff,lineOn,lineOff,setOn,setOff,tarOn,saccadeOn,saccadeInRect,feedBackOn,feedBackOff,prodDist_1,prodDist_2,prodDist_3,prodDist_4,RT,blockNum
space,downright,1920,1080,960,540,left,long,short,0.738,1.6,6,6,137.142267942429,138.142273902893,138.142273902893,138.875180006027,138.875180006027,138.891963005066,140.491865873337,140.712682962418,140.812754869461,140.925201892853,141.225205898285,256.913147439265,1.66147411561185,1183.09997558594,667.400024414062,0.220817089080811,9
space,downright,1920,1080,960,540,left,short,long,0.719,0.4,12,12,142.225649833679,143.225648880005,143.225648880005,143.941903829575,143.941903829575,143.958565950394,144.358570814133,144.958400011063,145.05846786499,145.175246953964,145.475252866745,465.435844732146,31.4801737142806,1349.30004882812,795.099975585938,0.599829196929932,9
space,downright,1920,1080,960,540,left,short,inter,0.53,0.4,8,8,146.475700855255,147.475710868835,147.475710868835,148.00861287117,148.00861287117,148.025273799896,148.425283908844,148.882341861725,148.982395887375,149.091958999634,149.392072916031,309.063855019469,20.5528432946557,1218.69995117188,709.099975585938,0.457057952880859,9
space,downright,1920,1080,960,540,left,long,long,0.783,1.6,12,12,150.392387866974,151.392421960831,151.392421960831,152.175320863724,152.175320863724,152.191990852356,153.792006969452,154.038229942322,154.138283014297,154.242013931274,154.542133808136,501.645170623094,32.4443980395426,1380.40002441406,813.700012207031,0.246222972869873,9
space,downright,1920,1080,960,540,left,short,long,0.755,0.4,12,12,155.542140960693,156.542469978333,156.542469978333,157.29204082489,157.29204082489,157.30871295929,157.708709955215,158.125947952271,158.226005792618,158.34205198288,158.642061948776,448.3673538098,32.1829160689742,1334,787.299987792969,0.417237997055054,9
space,downright,1920,1080,960,540,left,long,long,0.682,1.6,12,12,159.642071008682,160.642503023148,160.642503023148,161.325415849686,161.325415849686,161.342085838318,162.942103862762,163.289881944656,163.389937877655,163.492107868195,163.792109012604,448.660965200157,43.4534652641474,1327.90002441406,796.799987792969,0.347778081893921,9
space,downright,1920,1080,960,540,left,inter,long,0.995,0.8,12,12,164.792549848557,165.792129993439,165.792129993439,166.792143821716,166.792143821716,166.808807849884,167.608825922012,167.867812871933,167.967865943909,168.07554101944,168.375543832779,360.560397037875,35.1952883798111,1255.5,746.599975585938,0.258986949920654,9
space,downright,1920,1080,960,540,left,inter,long,0.797,0.8,12,12,169.375554800034,170.37594294548,170.37594294548,171.175524950027,171.175524950027,171.192188024521,171.99220085144,172.246658802032,172.34671497345,172.458868026733,172.75887298584,468.215762229338,17.9217719821235,1359,785,0.254457950592041,9
space,downright,1920,1080,960,540,left,short,short,0.755,0.4,6,6,173.75933098793,174.758957862854,174.758957862854,175.508899927139,175.508899927139,175.525568962097,175.925575971603,176.268472909927,176.368527889252,176.475579023361,176.775584936142,118.827606220104,29.306727435813,1046,622,0.342896938323975,9
space,downright,1920,1080,960,540,left,short,short,0.572,0.4,6,6,177.776022911072,178.775606870651,178.775606870651,179.342272996902,179.342272996902,179.358945846558,179.758945941925,180.069342851639,180.169399023056,180.27561879158,180.575623989105,183.984414769106,11.3250559142117,1114.5,639.900024414062,0.310396909713745,9
